id,name,taxonomy,pos_cluster
S_NODE_21147_length_3092_cov_3.953457,,,
S_NODE_21151_length_3091_cov_69.402834,,,126.0
S_NODE_21154_length_3091_cov_26.572200,,,316.0
S_NODE_21155_length_3091_cov_20.739541,,,
S_NODE_21156_length_3091_cov_17.083333,,,10.0
S_NODE_21161_length_3091_cov_7.090081,,,
S_NODE_21163_length_3091_cov_5.524629,,,
S_NODE_21164_length_3091_cov_4.080972,,,486.0
S_NODE_21165_length_3090_cov_41.652379,,,1047.0
S_NODE_21167_length_3090_cov_26.956126,,,12.0
S_NODE_21168_length_3090_cov_18.387108,,,65.0
S_NODE_2116_length_14493_cov_56.195670,,,61.0
S_NODE_21185_length_3088_cov_11.809862,,,
S_NODE_21187_length_3088_cov_6.834515,,,
S_NODE_2118_length_14493_cov_8.201726,,,1955.0
S_NODE_21191_length_3088_cov_4.870652,,,40.0
S_NODE_21192_length_3088_cov_4.770686,,,46.0
S_NODE_21196_length_3087_cov_31.435811,,,8.0
S_NODE_2119_length_14478_cov_61.880287,,,40.0
S_NODE_21202_length_3087_cov_5.497635,,,
S_NODE_21203_length_3087_cov_4.151351,,,10.0
S_NODE_21207_length_3086_cov_26.538696,,,69.0
S_NODE_21208_length_3086_cov_13.274417,,,342.0
S_NODE_21212_length_3086_cov_8.967219,,,35.0
S_NODE_21217_length_3086_cov_4.365326,,,40.0
S_NODE_2121_length_14476_cov_18.962088,,,31.0
S_NODE_21221_length_3085_cov_11.722110,,,1867.0
S_NODE_21226_length_3085_cov_5.993915,,,
S_NODE_21229_length_3085_cov_4.780933,,,17.0
S_NODE_21236_length_3084_cov_6.018262,,,
S_NODE_21237_length_3084_cov_5.309097,,,711.0
S_NODE_21239_length_3084_cov_4.998309,,,1670.0
S_NODE_21240_length_3084_cov_3.799121,,,409.0
S_NODE_21248_length_3083_cov_8.745940,,,1.0
S_NODE_21252_length_3083_cov_5.853180,,,30.0
S_NODE_21253_length_3083_cov_5.350474,,,7.0
S_NODE_21255_length_3083_cov_4.073072,,,1.0
S_NODE_21264_length_3082_cov_14.933333,,,27.0
S_NODE_21265_length_3082_cov_14.684264,,,
S_NODE_21267_length_3082_cov_6.620305,,,13.0
S_NODE_21273_length_3081_cov_7.216655,,,
S_NODE_21274_length_3081_cov_5.134056,,,0.0
S_NODE_21277_length_3080_cov_12.205892,,,18.0
S_NODE_21279_length_3080_cov_10.651202,,,
S_NODE_21280_length_3080_cov_9.349475,,,
S_NODE_21282_length_3080_cov_6.232306,,,
S_NODE_21284_length_3080_cov_4.792753,,,
S_NODE_21289_length_3079_cov_15.311992,,,
S_NODE_21290_length_3079_cov_13.633469,,,2.0
S_NODE_21291_length_3079_cov_11.469173,,,0.0
S_NODE_21292_length_3079_cov_9.124661,,,
S_NODE_21294_length_3079_cov_4.991531,,,
S_NODE_21297_length_3078_cov_23.202643,,,1968.0
S_NODE_212_length_59836_cov_12.666332,,,17.0
S_NODE_21306_length_3078_cov_5.301593,,,
S_NODE_21307_length_3078_cov_5.230091,,,
S_NODE_21314_length_3077_cov_64.502034,,,
S_NODE_21315_length_3077_cov_23.421356,,,1717.0
S_NODE_21316_length_3077_cov_21.006441,,,1093.0
S_NODE_21317_length_3077_cov_15.467119,,,139.0
S_NODE_21320_length_3077_cov_7.175254,,,1672.0
S_NODE_21321_length_3077_cov_6.379322,,,13.0
S_NODE_21323_length_3077_cov_5.085763,,,
S_NODE_21327_length_3077_cov_4.322373,,,1084.0
S_NODE_21329_length_3077_cov_3.532542,,,
S_NODE_21331_length_3076_cov_17.161411,,,
S_NODE_21332_length_3076_cov_16.135300,,,5.0
S_NODE_21333_length_3076_cov_14.277043,,,12.0
S_NODE_21339_length_3076_cov_4.872838,,,
S_NODE_2133_length_14415_cov_23.040314,,,604.0
S_NODE_21342_length_3075_cov_67.444708,,,11.0
S_NODE_21344_length_3075_cov_59.274763,,,363.0
S_NODE_21345_length_3075_cov_47.116011,,,
S_NODE_21360_length_3074_cov_9.598235,,,2.0
S_NODE_21362_length_3074_cov_7.585341,,,130.0
S_NODE_21363_length_3074_cov_7.176451,,,
S_NODE_21364_length_3074_cov_6.521887,,,
S_NODE_21373_length_3073_cov_10.270197,,,
S_NODE_21374_length_3073_cov_8.889341,,,
S_NODE_2137_length_14405_cov_75.475277,,,
S_NODE_21381_length_3073_cov_4.668703,,,
S_NODE_21389_length_3072_cov_6.619355,,,
S_NODE_2138_length_14403_cov_20.975133,,,16.0
S_NODE_21393_length_3072_cov_3.535144,,,
S_NODE_21394_length_3072_cov_3.414261,,,228.0
S_NODE_21396_length_3071_cov_22.889606,,,679.0
S_NODE_21397_length_3071_cov_9.532609,,,10.0
S_NODE_21399_length_3071_cov_8.670177,,,18.0
S_NODE_213_length_59571_cov_60.422616,,,235.0
S_NODE_21402_length_3071_cov_5.754416,,,
S_NODE_21404_length_3071_cov_5.490149,,,1136.0
S_NODE_21405_length_3071_cov_5.428329,,,
S_NODE_21416_length_3070_cov_6.455318,,,
S_NODE_21417_length_3070_cov_6.157662,,,39.0
S_NODE_2141_length_14394_cov_63.204808,,,8.0
S_NODE_21424_length_3069_cov_12.972128,,,1143.0
S_NODE_21436_length_3068_cov_33.977219,,,
S_NODE_21444_length_3067_cov_25.627211,,,17.0
S_NODE_21446_length_3067_cov_11.507483,,,
S_NODE_2144_length_14388_cov_6.490218,,,422.0
S_NODE_21450_length_3067_cov_7.837415,,,8.0
S_NODE_21453_length_3067_cov_2.981973,,,102.0
S_NODE_21455_length_3067_cov_2.886735,,,
S_NODE_21458_length_3066_cov_20.540660,,,
S_NODE_21459_length_3066_cov_13.903368,,,2.0
S_NODE_2146_length_14382_cov_4.977201,,,20.0
S_NODE_21475_length_3064_cov_6.350698,,,31.0
S_NODE_21478_length_3063_cov_78.728883,,,464.0
S_NODE_2147_length_14381_cov_30.433843,,,627.0
S_NODE_21483_length_3063_cov_8.000000,,,4.0
S_NODE_21485_length_3063_cov_6.078338,,,9.0
S_NODE_21488_length_3063_cov_4.063351,,,
S_NODE_21492_length_3062_cov_20.151618,,,1206.0
S_NODE_21493_length_3062_cov_16.639182,,,
S_NODE_21494_length_3062_cov_10.310733,,,
S_NODE_21497_length_3062_cov_7.573424,,,18.0
S_NODE_2149_length_14369_cov_12.499789,,,29.0
S_NODE_21515_length_3060_cov_57.210706,,,31.0
S_NODE_21517_length_3060_cov_18.322537,,,284.0
S_NODE_21518_length_3060_cov_11.813161,,,58.0
S_NODE_21520_length_3060_cov_10.916127,,,
S_NODE_21521_length_3060_cov_7.957041,,,4.0
S_NODE_21522_length_3060_cov_7.898057,,,39.0
S_NODE_21524_length_3060_cov_4.958404,,,892.0
S_NODE_21525_length_3060_cov_4.678145,,,
S_NODE_2152_length_14365_cov_7.796249,,,548.0
S_NODE_21532_length_3059_cov_14.187926,,,54.0
S_NODE_21536_length_3059_cov_11.338336,,,683.0
S_NODE_21537_length_3059_cov_7.486016,,,288.0
S_NODE_21539_length_3059_cov_6.543656,,,
S_NODE_2153_length_14359_cov_11.952361,,,623.0
S_NODE_21540_length_3059_cov_6.338336,,,
S_NODE_21542_length_3059_cov_5.738404,,,
S_NODE_21546_length_3059_cov_3.577763,,,
S_NODE_21548_length_3058_cov_38.213920,,,277.0
S_NODE_21554_length_3058_cov_12.849881,,,
S_NODE_21558_length_3058_cov_7.273968,,,
S_NODE_21574_length_3057_cov_5.081911,,,0.0
S_NODE_2157_length_14350_cov_17.964705,,,390.0
S_NODE_21588_length_3056_cov_7.161489,,,40.0
S_NODE_21590_length_3056_cov_5.594401,,,0.0
S_NODE_21596_length_3055_cov_9.949795,,,
S_NODE_21605_length_3055_cov_3.731899,,,5.0
S_NODE_21606_length_3055_cov_2.942964,,,24.0
S_NODE_21607_length_3054_cov_46.586607,,,92.0
S_NODE_21608_length_3054_cov_6.724291,,,
S_NODE_21614_length_3053_cov_5.867054,,,1561.0
S_NODE_21618_length_3052_cov_91.937778,,,215.0
S_NODE_2161_length_14341_cov_6.963205,,,4.0
S_NODE_21620_length_3052_cov_53.821538,,,
S_NODE_21622_length_3052_cov_16.185299,,,5.0
S_NODE_21624_length_3052_cov_8.910769,,,5.0
S_NODE_21629_length_3052_cov_4.509744,,,
S_NODE_21630_length_3052_cov_3.488889,,,
S_NODE_21633_length_3051_cov_33.308824,,,224.0
S_NODE_21634_length_3051_cov_28.307456,,,1804.0
S_NODE_21636_length_3051_cov_7.881669,,,703.0
S_NODE_21638_length_3051_cov_5.695622,,,
S_NODE_2163_length_14333_cov_24.601506,,,275.0
S_NODE_21642_length_3051_cov_4.501710,,,27.0
S_NODE_21645_length_3050_cov_52.247349,,,11.0
S_NODE_21647_length_3050_cov_37.026685,,,
S_NODE_21648_length_3050_cov_24.799863,,,
S_NODE_21651_length_3050_cov_7.737940,,,
S_NODE_21653_length_3050_cov_5.168662,,,
S_NODE_21654_length_3050_cov_4.659254,,,776.0
S_NODE_21656_length_3049_cov_22.317248,,,5.0
S_NODE_2165_length_14321_cov_50.514161,,,437.0
S_NODE_21664_length_3048_cov_28.991441,,,
S_NODE_21670_length_3048_cov_3.716878,,,
S_NODE_21671_length_3048_cov_3.146183,,,45.0
S_NODE_21672_length_3047_cov_61.897603,,,19.0
S_NODE_21678_length_3047_cov_5.556849,,,10.0
S_NODE_21679_length_3047_cov_5.150685,,,4.0
S_NODE_21681_length_3047_cov_2.854795,,,
S_NODE_21685_length_3046_cov_12.535115,,,127.0
S_NODE_21689_length_3046_cov_5.048989,,,
S_NODE_21691_length_3045_cov_47.153187,,,6.0
S_NODE_21694_length_3045_cov_21.424263,,,18.0
S_NODE_21695_length_3045_cov_20.077793,,,138.0
S_NODE_21698_length_3045_cov_9.847841,,,101.0
S_NODE_2169_length_14312_cov_22.287416,,,363.0
S_NODE_21703_length_3045_cov_6.571967,,,
S_NODE_21704_length_3045_cov_5.308088,,,
S_NODE_21708_length_3044_cov_82.087419,,,25.0
S_NODE_21713_length_3044_cov_7.943778,,,
S_NODE_21716_length_3044_cov_5.243401,,,
S_NODE_2171_length_14294_cov_47.120421,,,188.0
S_NODE_21729_length_3043_cov_4.109396,,,
S_NODE_21731_length_3043_cov_3.980796,,,
S_NODE_21733_length_3042_cov_30.632933,,,
S_NODE_21734_length_3042_cov_17.720412,,,15.0
S_NODE_2173_length_14291_cov_64.174598,,,11.0
S_NODE_21742_length_3042_cov_4.081990,,,
S_NODE_21743_length_3041_cov_39.295470,,,7.0
S_NODE_21746_length_3041_cov_7.042210,,,
S_NODE_21748_length_3041_cov_6.350721,,,489.0
S_NODE_2174_length_14284_cov_77.895599,,,1.0
S_NODE_21751_length_3041_cov_4.027797,,,
S_NODE_21754_length_3040_cov_9.668383,,,685.0
S_NODE_21756_length_3040_cov_7.987985,,,1056.0
S_NODE_21761_length_3040_cov_5.900446,,,2.0
S_NODE_21762_length_3040_cov_5.892894,,,39.0
S_NODE_2176_length_14274_cov_28.858981,,,492.0
S_NODE_21771_length_3039_cov_7.251030,,,
S_NODE_21775_length_3039_cov_4.473901,,,39.0
S_NODE_21780_length_3038_cov_40.641017,,,229.0
S_NODE_21782_length_3038_cov_16.039505,,,
S_NODE_21784_length_3038_cov_8.249742,,,2.0
S_NODE_21785_length_3038_cov_8.083820,,,4.0
S_NODE_21788_length_3038_cov_5.475782,,,2.0
S_NODE_21790_length_3038_cov_3.496049,,,
S_NODE_21795_length_3037_cov_35.673196,,,1636.0
S_NODE_21796_length_3037_cov_31.814089,,,90.0
S_NODE_21799_length_3037_cov_15.811340,,,27.0
S_NODE_2179_length_14261_cov_6.914462,,,
S_NODE_21802_length_3037_cov_7.477663,,,6.0
S_NODE_2180_length_14255_cov_8.269323,,,43.0
S_NODE_21811_length_3037_cov_3.051546,,,
S_NODE_21812_length_3036_cov_99.399106,,,475.0
S_NODE_21814_length_3036_cov_29.187693,,,273.0
S_NODE_21815_length_3036_cov_18.891028,,,1762.0
S_NODE_21817_length_3036_cov_9.529048,,,1968.0
S_NODE_21818_length_3036_cov_9.046408,,,
S_NODE_21819_length_3036_cov_7.872809,,,2.0
S_NODE_21821_length_3036_cov_6.785837,,,298.0
S_NODE_21822_length_3036_cov_6.108972,,,4.0
S_NODE_21824_length_3036_cov_4.111378,,,
S_NODE_21828_length_3035_cov_68.430193,,,
S_NODE_21830_length_3035_cov_29.950481,,,
S_NODE_2183_length_14247_cov_15.514448,,,483.0
S_NODE_21844_length_3035_cov_5.414030,,,
S_NODE_21845_length_3035_cov_4.371045,,,
S_NODE_21850_length_3034_cov_14.977640,,,495.0
S_NODE_21854_length_3033_cov_48.559876,,,183.0
S_NODE_21856_length_3033_cov_23.594632,,,
S_NODE_21857_length_3033_cov_9.137302,,,363.0
S_NODE_21858_length_3033_cov_8.408809,,,1300.0
S_NODE_21861_length_3033_cov_5.615623,,,70.0
S_NODE_21863_length_3033_cov_5.085685,,,
S_NODE_21866_length_3032_cov_52.249914,,,152.0
S_NODE_21867_length_3032_cov_19.445439,,,
S_NODE_2186_length_14218_cov_10.369243,,,7.0
S_NODE_21871_length_3032_cov_9.799656,,,
S_NODE_21872_length_3032_cov_8.084337,,,
S_NODE_21878_length_3031_cov_25.669077,,,1213.0
S_NODE_21880_length_3031_cov_13.938017,,,1218.0
S_NODE_21883_length_3031_cov_9.363636,,,
S_NODE_21884_length_3031_cov_9.196625,,,
S_NODE_21886_length_3031_cov_7.151860,,,
S_NODE_21887_length_3031_cov_5.784435,,,1.0
S_NODE_21888_length_3031_cov_5.526860,,,1160.0
S_NODE_21891_length_3030_cov_30.000689,,,1722.0
S_NODE_21902_length_3029_cov_30.032736,,,38.0
S_NODE_21903_length_3029_cov_20.222950,,,1714.0
S_NODE_21905_length_3029_cov_13.501723,,,
S_NODE_21906_length_3029_cov_13.346657,,,1.0
S_NODE_21909_length_3029_cov_2.145762,,,772.0
S_NODE_2190_length_14210_cov_45.645885,,,20.0
S_NODE_21911_length_3028_cov_15.162013,,,687.0
S_NODE_21916_length_3028_cov_8.787659,,,72.0
S_NODE_21925_length_3028_cov_3.772837,,,1400.0
S_NODE_21929_length_3027_cov_29.451724,,,1746.0
S_NODE_21931_length_3027_cov_10.907586,,,390.0
S_NODE_21934_length_3026_cov_29.438772,,,45.0
S_NODE_21941_length_3026_cov_7.744740,,,7.0
S_NODE_21944_length_3026_cov_6.297689,,,20.0
S_NODE_21949_length_3025_cov_7.183575,,,
S_NODE_21950_length_3025_cov_7.057281,,,
S_NODE_21953_length_3025_cov_5.247067,,,11.0
S_NODE_21957_length_3024_cov_21.954090,,,
S_NODE_21959_length_3024_cov_14.814291,,,305.0
S_NODE_21960_length_3024_cov_8.763548,,,59.0
S_NODE_21961_length_3024_cov_7.528133,,,92.0
S_NODE_21963_length_3024_cov_6.832240,,,6.0
S_NODE_21964_length_3024_cov_5.835692,,,
S_NODE_21969_length_3023_cov_12.430249,,,342.0
S_NODE_21970_length_3023_cov_12.057320,,,719.0
S_NODE_21974_length_3022_cov_24.067703,,,35.0
S_NODE_21975_length_3022_cov_18.644560,,,6.0
S_NODE_21977_length_3022_cov_6.630052,,,
S_NODE_21979_length_3022_cov_4.943005,,,
S_NODE_21982_length_3022_cov_2.545078,,,
S_NODE_21992_length_3020_cov_79.712755,,,6.0
S_NODE_21995_length_3020_cov_17.888351,,,9.0
S_NODE_21996_length_3020_cov_17.439336,,,725.0
S_NODE_22000_length_3020_cov_5.264431,,,247.0
S_NODE_22006_length_3019_cov_11.763831,,,
S_NODE_2200_length_14167_cov_11.888390,,,1178.0
S_NODE_22011_length_3019_cov_4.340595,,,
S_NODE_22012_length_3019_cov_4.094398,,,
S_NODE_22016_length_3018_cov_9.541681,,,
S_NODE_2201_length_14165_cov_12.502351,,,
S_NODE_22028_length_3017_cov_8.827336,,,0.0
S_NODE_22031_length_3017_cov_7.862284,,,
S_NODE_22032_length_3017_cov_7.459516,,,
S_NODE_22035_length_3017_cov_5.027336,,,
S_NODE_22036_length_3017_cov_4.913149,,,20.0
S_NODE_22043_length_3016_cov_10.025614,,,39.0
S_NODE_22046_length_3016_cov_7.652475,,,
S_NODE_22049_length_3016_cov_5.957079,,,
S_NODE_22053_length_3015_cov_34.846607,,,1274.0
S_NODE_22054_length_3015_cov_29.399238,,,
S_NODE_22056_length_3015_cov_11.340720,,,72.0
S_NODE_22062_length_3015_cov_6.545014,,,1419.0
S_NODE_22067_length_3014_cov_37.938344,,,462.0
S_NODE_22069_length_3014_cov_14.123311,,,141.0
S_NODE_22070_length_3014_cov_13.492553,,,325.0
S_NODE_22074_length_3014_cov_5.534811,,,
S_NODE_22078_length_3014_cov_3.333911,,,
S_NODE_22082_length_3013_cov_19.023216,,,
S_NODE_22083_length_3013_cov_16.666320,,,
S_NODE_22084_length_3013_cov_12.511088,,,
S_NODE_22093_length_3013_cov_3.879418,,,1700.0
S_NODE_220_length_58314_cov_19.940296,,,15.0
S_NODE_22100_length_3012_cov_5.472444,,,
S_NODE_22108_length_3011_cov_14.690707,,,189.0
S_NODE_22114_length_3011_cov_4.583218,,,0.0
S_NODE_22119_length_3009_cov_50.365024,,,188.0
S_NODE_22126_length_3009_cov_7.256072,,,1869.0
S_NODE_22131_length_3008_cov_11.465810,,,1.0
S_NODE_22133_length_3008_cov_8.347449,,,
S_NODE_22134_length_3008_cov_6.996182,,,1577.0
S_NODE_22135_length_3008_cov_5.969802,,,0.0
S_NODE_22137_length_3008_cov_4.433877,,,
S_NODE_22143_length_3007_cov_10.040278,,,105.0
S_NODE_22146_length_3007_cov_4.868056,,,69.0
S_NODE_22151_length_3006_cov_10.194165,,,526.0
S_NODE_22152_length_3006_cov_8.149705,,,45.0
S_NODE_22153_length_3006_cov_6.703717,,,152.0
S_NODE_22156_length_3006_cov_4.847169,,,12.0
S_NODE_22158_length_3006_cov_3.838833,,,
S_NODE_2215_length_14094_cov_84.729577,,,306.0
S_NODE_22161_length_3005_cov_32.953440,,,427.0
S_NODE_22164_length_3005_cov_6.865879,,,7.0
S_NODE_22165_length_3005_cov_6.086518,,,1663.0
S_NODE_22166_length_3005_cov_4.977415,,,31.0
S_NODE_22171_length_3004_cov_100.964546,,,640.0
S_NODE_22174_length_3004_cov_6.749392,,,
S_NODE_22176_length_3004_cov_6.525895,,,
S_NODE_22178_length_3004_cov_5.075078,,,
S_NODE_22179_length_3004_cov_4.852624,,,
S_NODE_22183_length_3003_cov_24.251043,,,637.0
S_NODE_22186_length_3003_cov_9.716968,,,18.0
S_NODE_22187_length_3003_cov_7.783727,,,5.0
S_NODE_22188_length_3003_cov_7.022601,,,6.0
S_NODE_22189_length_3003_cov_3.929068,,,
S_NODE_2218_length_14089_cov_42.943203,,,884.0
S_NODE_22192_length_3002_cov_62.800696,,,
S_NODE_22193_length_3002_cov_29.659478,,,63.0
S_NODE_22196_length_3002_cov_15.979826,,,2.0
S_NODE_22197_length_3002_cov_13.131130,,,1629.0
S_NODE_22198_length_3002_cov_11.730783,,,241.0
S_NODE_22199_length_3002_cov_10.767652,,,30.0
S_NODE_2219_length_14084_cov_27.528337,,,2.0
S_NODE_221_length_58298_cov_24.253236,,,711.0
S_NODE_22211_length_3001_cov_5.481559,,,
S_NODE_22213_length_3001_cov_4.713987,,,216.0
S_NODE_22218_length_3000_cov_15.862513,,,30.0
S_NODE_22227_length_2999_cov_13.834262,,,25.0
S_NODE_22229_length_2999_cov_8.671309,,,79.0
S_NODE_22230_length_2999_cov_7.416435,,,1579.0
S_NODE_22236_length_2998_cov_6.905956,,,
S_NODE_2223_length_14067_cov_29.376184,,,123.0
S_NODE_22245_length_2997_cov_5.774913,,,4.0
S_NODE_22247_length_2997_cov_4.997213,,,1203.0
S_NODE_2224_length_14067_cov_27.008895,,,
S_NODE_22250_length_2996_cov_8.947020,,,2.0
S_NODE_22252_length_2996_cov_6.143255,,,
S_NODE_22254_length_2996_cov_5.024050,,,
S_NODE_22257_length_2995_cov_111.390167,,,895.0
S_NODE_22258_length_2995_cov_16.497559,,,5.0
S_NODE_22267_length_2994_cov_18.642483,,,126.0
S_NODE_22274_length_2993_cov_7.968946,,,117.0
S_NODE_22276_length_2993_cov_3.769365,,,67.0
S_NODE_22286_length_2992_cov_3.867016,,,6.0
S_NODE_22288_length_2991_cov_17.348813,,,567.0
S_NODE_22289_length_2991_cov_15.650838,,,284.0
S_NODE_2228_length_14059_cov_75.580678,,,855.0
S_NODE_22291_length_2991_cov_9.364176,,,2.0
S_NODE_22292_length_2991_cov_4.547486,,,
S_NODE_22299_length_2990_cov_24.391198,,,5.0
S_NODE_22303_length_2990_cov_11.843171,,,1121.0
S_NODE_22306_length_2990_cov_9.054838,,,
S_NODE_22309_length_2990_cov_4.539294,,,1725.0
S_NODE_22321_length_2988_cov_14.321216,,,63.0
S_NODE_22325_length_2988_cov_8.888151,,,35.0
S_NODE_22334_length_2987_cov_25.377273,,,
S_NODE_22336_length_2987_cov_10.167133,,,281.0
S_NODE_22338_length_2987_cov_6.873427,,,1476.0
S_NODE_22342_length_2987_cov_5.467133,,,323.0
S_NODE_2234_length_14033_cov_17.945707,,,232.0
S_NODE_22350_length_2986_cov_15.958727,,,170.0
S_NODE_22353_length_2986_cov_5.794334,,,0.0
S_NODE_22361_length_2985_cov_18.861442,,,
S_NODE_2236_length_14029_cov_22.975183,,,9.0
S_NODE_22370_length_2985_cov_3.428971,,,
S_NODE_2237_length_14025_cov_7.386530,,,10.0
S_NODE_22380_length_2984_cov_9.037802,,,11.0
S_NODE_22382_length_2984_cov_6.669233,,,
S_NODE_22386_length_2983_cov_66.246148,,,
S_NODE_22387_length_2983_cov_28.652661,,,
S_NODE_22388_length_2983_cov_24.597339,,,
S_NODE_22389_length_2983_cov_15.139706,,,332.0
S_NODE_2238_length_14024_cov_7.544434,,,
S_NODE_22390_length_2983_cov_9.337885,,,
S_NODE_22391_length_2983_cov_5.186975,,,
S_NODE_22395_length_2982_cov_20.724343,,,25.0
S_NODE_22398_length_2982_cov_9.518039,,,63.0
S_NODE_223_length_58185_cov_17.057098,,,422.0
S_NODE_22400_length_2982_cov_6.521541,,,
S_NODE_22401_length_2982_cov_5.704378,,,911.0
S_NODE_22406_length_2981_cov_12.596006,,,61.0
S_NODE_2240_length_14010_cov_40.720233,,,651.0
S_NODE_22410_length_2981_cov_5.298178,,,257.0
S_NODE_22421_length_2980_cov_6.341395,,,0.0
S_NODE_22426_length_2980_cov_3.374693,,,308.0
S_NODE_2242_length_13987_cov_42.961760,,,52.0
S_NODE_22430_length_2979_cov_10.864656,,,57.0
S_NODE_22432_length_2979_cov_8.426367,,,4.0
S_NODE_22433_length_2979_cov_7.188289,,,63.0
S_NODE_22437_length_2979_cov_5.509467,,,
S_NODE_22438_length_2979_cov_5.279804,,,16.0
S_NODE_22440_length_2979_cov_4.710729,,,61.0
S_NODE_22441_length_2978_cov_13.821115,,,7.0
S_NODE_22444_length_2978_cov_6.771659,,,
S_NODE_22447_length_2978_cov_3.764293,,,
S_NODE_2245_length_13979_cov_35.275556,,,
S_NODE_2246_length_13975_cov_28.072140,,,397.0
S_NODE_22470_length_2975_cov_18.285112,,,
S_NODE_22473_length_2975_cov_10.250351,,,104.0
S_NODE_22474_length_2975_cov_9.881671,,,
S_NODE_22476_length_2975_cov_6.597261,,,1847.0
S_NODE_22481_length_2974_cov_16.754830,,,9.0
S_NODE_22482_length_2974_cov_14.864770,,,961.0
S_NODE_22483_length_2974_cov_14.634352,,,
S_NODE_22485_length_2974_cov_4.672287,,,
S_NODE_22488_length_2974_cov_3.817352,,,183.0
S_NODE_22489_length_2974_cov_2.649104,,,
S_NODE_2248_length_13965_cov_73.679939,,,234.0
S_NODE_22492_length_2973_cov_42.064301,,,2.0
S_NODE_22499_length_2973_cov_3.976458,,,143.0
S_NODE_22501_length_2973_cov_3.433240,,,16.0
S_NODE_22505_length_2972_cov_17.061863,,,26.0
S_NODE_22507_length_2972_cov_13.748330,,,1051.0
S_NODE_2250_length_13947_cov_30.064544,,,47.0
S_NODE_22518_length_2971_cov_7.458861,,,
S_NODE_22521_length_2971_cov_4.253516,,,
S_NODE_22522_length_2971_cov_4.136428,,,38.0
S_NODE_22523_length_2970_cov_49.892015,,,20.0
S_NODE_22525_length_2970_cov_36.189237,,,304.0
S_NODE_22528_length_2970_cov_11.628561,,,284.0
S_NODE_22530_length_2970_cov_9.375660,,,35.0
S_NODE_22533_length_2970_cov_4.946184,,,90.0
S_NODE_22535_length_2970_cov_3.934224,,,
S_NODE_22537_length_2969_cov_35.537650,,,7.0
S_NODE_2253_length_13937_cov_8.820637,,,
S_NODE_22540_length_2969_cov_5.819845,,,
S_NODE_22542_length_2969_cov_4.643561,,,130.0
S_NODE_22546_length_2968_cov_6.139740,,,0.0
S_NODE_22549_length_2967_cov_51.292606,,,1253.0
S_NODE_22554_length_2967_cov_9.845070,,,148.0
S_NODE_22556_length_2967_cov_7.334155,,,18.0
S_NODE_22557_length_2967_cov_7.044366,,,19.0
S_NODE_22560_length_2967_cov_5.530282,,,1704.0
S_NODE_22561_length_2967_cov_5.249296,,,383.0
S_NODE_22562_length_2967_cov_4.896479,,,434.0
S_NODE_22563_length_2967_cov_3.818662,,,792.0
S_NODE_2256_length_13925_cov_9.297072,,,0.0
S_NODE_22571_length_2966_cov_10.510743,,,138.0
S_NODE_22572_length_2966_cov_8.879887,,,2.0
S_NODE_22573_length_2966_cov_8.866502,,,1855.0
S_NODE_22578_length_2966_cov_3.109546,,,
S_NODE_22581_length_2965_cov_17.642706,,,
S_NODE_22589_length_2965_cov_5.634249,,,6.0
S_NODE_22593_length_2964_cov_39.548114,,,2.0
S_NODE_22594_length_2964_cov_27.238985,,,
S_NODE_22597_length_2964_cov_9.841734,,,298.0
S_NODE_22598_length_2964_cov_7.058865,,,772.0
S_NODE_22603_length_2963_cov_18.526798,,,41.0
S_NODE_22612_length_2962_cov_55.647972,,,69.0
S_NODE_22613_length_2962_cov_28.244444,,,526.0
S_NODE_22616_length_2962_cov_17.671252,,,25.0
S_NODE_22619_length_2962_cov_9.437037,,,139.0
S_NODE_22621_length_2962_cov_5.162257,,,
S_NODE_22627_length_2961_cov_51.875088,,,
S_NODE_2262_length_13898_cov_26.863772,,,40.0
S_NODE_22630_length_2961_cov_8.612562,,,1.0
S_NODE_22632_length_2961_cov_5.854622,,,626.0
S_NODE_22633_length_2961_cov_4.154905,,,391.0
S_NODE_22637_length_2960_cov_25.977409,,,11.0
S_NODE_22647_length_2959_cov_28.479167,,,
S_NODE_22652_length_2959_cov_7.551201,,,1815.0
S_NODE_22655_length_2959_cov_5.576624,,,738.0
S_NODE_22656_length_2959_cov_4.554379,,,
S_NODE_22657_length_2959_cov_3.978107,,,
S_NODE_22658_length_2958_cov_59.312964,,,
S_NODE_22659_length_2958_cov_31.605793,,,215.0
S_NODE_22660_length_2958_cov_15.556341,,,
S_NODE_22668_length_2958_cov_4.522430,,,45.0
S_NODE_22669_length_2958_cov_4.458495,,,
S_NODE_2266_length_13870_cov_96.323728,,,187.0
S_NODE_22670_length_2958_cov_3.849876,,,222.0
S_NODE_22671_length_2957_cov_123.648057,,,9.0
S_NODE_22673_length_2957_cov_10.078799,,,
S_NODE_22675_length_2957_cov_7.285512,,,74.0
S_NODE_22677_length_2957_cov_6.644876,,,
S_NODE_22687_length_2956_cov_15.120184,,,592.0
S_NODE_22689_length_2956_cov_9.743019,,,10.0
S_NODE_2268_length_13869_cov_7.899578,,,663.0
S_NODE_22690_length_2956_cov_9.603747,,,
S_NODE_22698_length_2955_cov_7.049151,,,0.0
S_NODE_22700_length_2955_cov_4.672207,,,99.0
S_NODE_22701_length_2955_cov_3.344413,,,
S_NODE_22705_length_2954_cov_16.132649,,,202.0
S_NODE_22708_length_2954_cov_10.556067,,,357.0
